"Gene ID",Notes
DDB_G0275011,"There are 4 nt differences between the partial mRNA sequence from GenBank record U23478 and the sequence from the Sequencing Center, resulting in 2 amino acid substitutions at positions 1160 and 1176."
DDB_G0275021,"The Sequencing Center Gene Prediction predicts an additional exon at the 5' end, and the start codon of the mRNA in GenBank record AF093690 is in the middle of the predicted 2nd exon.","The sequences from the Sequencing Center and GenBank record AF093690 are identical."
DDB_G0275045,"Note regarding this sequence: The sequence from GenBank record U27537 has a 9 nt insertion compared to the sequence from the Sequencing Center. This results in a frameshift and 3 amino acids insertion between positions 156 and 165. EST sequences agree with the sequence from the Sequencing Center."
DDB_G0275047,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-FEB-2011 RD"
DDB_G0275153,"The sequences from the Sequencing Center and GenBank record U55243 are identical."
DDB_G0275173,"The sequence in Genbank record AF036171 (partial cds) is missing the 5' end and has 3 gaps and 4 nt differences compared to the sequence from the sequencing center. This results in major differences in the predicted protein, including a frameshift from amino acids 144-175."
DDB_G0275177,"The sequences from the Sequencing Center and GenBank record AY392434 are identical."
DDB_G0275201,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 17-MAY-2011 RD"
DDB_G0275223,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 11-FEB-2011 PF"
DDB_G0275225,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 11-FEB-2011 PF"
DDB_G0275291,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-FEB-2011 RD"
DDB_G0275323,"The sequences from the Sequencing Center and GenBank record AF019236 are identical."
DDB_G0275369,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-FEB-2011 RD"
DDB_G0275407,"The Curated Model presented here is fully supported by sequence similarity with other species.  An artificial 1 nt gap has been introduced to create the best possible open reading frame; this sequence, along with the start and stop codons, is supported by EST SSJ818 (DDB0164186)."
DDB_G0275423,"The genomic sequence has no stop codon where alternative AX4 sequence has a stop (private communication, G. Bloomfield); an artificial 2 nt gap has been introduced at the 3' end to create a stop, the resulting  cDNA and protein sequences are correct. "
DDB_G0275435,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-FEB-2011 PF"
DDB_G0275437,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in X16959, resulting in 1 amino acid substitution at position 97."
DDB_G0275439,"The sequence from the Sequencing Center and the sequence from GenBank record AF076973 are identical."
DDB_G0275441,"The sequences from the Sequencing Center and GenBank record U83248 are identical."
DDB_G0275443,"The sequences from the Sequencing Center and GenBank record X81823 are identical."
DDB_G0275445,"The Curated Model is based on GenBank record AJ002383. The Sequencing Center predicts an 86 nt intron at nt 991, but analyses in PMID 9620859 indicates that this sequence is present in cDNAs.","There are 4 nt differences and 96 nt gaps between the sequence from the Sequencing Center and the sequence in GenBank record AJ002383, resulting in 20 amino acid substitutions and 30 amino acids insertions."
DDB_G0275447,"The mRNA sequence from GenBank record L16509 does not have introns. However the reference associated with this record (PMID 8325874) shows the two introns. The GenBank record has a 12 nt insertion at position 1833 that is not present in the Sequencing Center sequence or any of the ESTs."
DDB_G0275449,"The sequences from the Sequencing Center and GenBank record U06453 are identical."
DDB_G0275451,"The sequences from the Sequencing Center and GenBank record AF360741 are identical."
DDB_G0275453,"The sequence from the Sequencing Center and the sequence from GenBank record AF465313 are identical."
DDB_G0275479,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 18-APR-2011 RD"
DDB_G0275481,"Note, this gene has EST support but even the ESTs do not produce an open reading frame that allows to make a curated model with a consensus start codon nor do they read through the second wrongly called intron.","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 07-JUN-2011 PF"
DDB_G0275493,"The sequences from the Sequencing Center and GenBank record U11056 are identical."
DDB_G0275533,"ESTs indicate there are two different transcripts for this gene, resulting in two proteins with different start sites."
DDB_G0275563,"An artificial gap has been introduced in the curated model to compensate for a stop codon interrupting the ORF, missing one Glu residue at position 1,022; this change has been verified by unpublished sequencing data, private communication, G. Bloomfield."
DDB_G0275565,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-MAR-2011 RD"
DDB_G0275617,"There are 4 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record M64861, resulting in 3 amino acid substitution at positions 41, 163, and 182."
DDB_G0275619,"The sequences from the Sequencing Center and GenBank record AF020537 are identical."
DDB_G0275629,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-MAR-2011 RD"
DDB_G0275635,"There are 5 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record AF339902, resulting in 4 amino acid substitutions at positions 276, 427, 647, and 740."
DDB_G0275637,"The Curated Model is based on the Sequencing Center Gene Prediction, which predicts a 90 nt intron, whereas GenBank record AF479255 has a 120 nt long intron.  The sequences from the Sequencing Center and GenBank record AF479255 are otherwise identical."
DDB_G0275687,"The sequences from the Sequencing Center and GenBank record AF482381 are identical."
DDB_G0275689,"The sequences from the Sequencing Center and GenBank record AF482381 are identical."
DDB_G0275693,"Note regarding this sequence: Sequencing Center sequence has 3 nt difference compared to the sequence in GenBank record AY055590; both encode identical proteins."
DDB_G0275695,"Note regarding this sequence: Sequence in GenBank record M11012 has many insertions and deletions compared to the Sequencing center sequence, resulting in 2 insertions (at amino acids 169 and 190) 5 frameshifts (between amino acids 144-168, 178-189, 213-223, 226-231 and 251-254), and 3 point mutations (at amino acids 7, 96 and 262) in the predicted protein."
DDB_G0275697,"The sequences from the Sequencing Center and GenBank record AF482962 are identical. The Sequencing Center gene prediction starts on the second ATG and has an intron near the 3' end not predicted in the GenBank record."
DDB_G0275699,"The sequences from the Sequencing Center and GenBank record AF375997 are identical."
DDB_G0275701,"The sequences from the Sequencing Center and GenBank record U49170 are identical."
DDB_G0275703,"The sequences from the Sequencing Center and GenBank record AY160103 are identical."
DDB_G0275705,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 16-FEB-2011 PF"
DDB_G0275723,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 18-APR-2011 RD"
DDB_G0275725,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-MAR-2011 RD"
DDB_G0275737,"ESTs suggest there is an intron in the 5' UTR of this gene"
DDB_G0275741,"Note, this gene contains a selenocysteine (U) residue at position 113, encoded by 'tga'."
